year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,59056,13 자메티,스릴러,겔라 바브루아니,게오르게 바블루아니,세바스찬(게오르기 바블루아니)은 그루지아에서 프랑스로 이민온 집안 출신으로 집수리를 해주면서 받는 돈으로 어렵게 생활을 꾸려가는 22세의 젊은이다. 어느 날 지붕 수리를 맡게된 집에서 일하면서 우연히 집주인 장 프랑스와에게 보내진 봉투를 받게된다. 봉투안에는 파리행 열차 티켓과 호텔 예약확인서가 들어있고... 우연히 집 주인이 죽어버리자 세바스찬은 그 대신 기차 티켓을 가지고 파리에 가서 지정된 호텔에 묵게된다. 호텔방에서 다음 지시를 받은 세바스찬은 지시를 받은 대로 파리 근교 작은 역으로 가게되고 결국 숲속에 있는 커다란 저택에 도착하게 된다. 저택 내부에는 이상한 분위기가 감돌고 세바스찬은 신변의 위험을 느끼며 이곳에서 도주하려 한다.   하지만 결국 도망치지 못한 그는 어쩔 수 없이 저택에서 벌어지는 기괴한 게임의 선수로 참가하게 된다. 저택 1층의 거대한 홀에서 벌어지는 게임에는 모두 13명의 선수가 참여한다. 그 게임은 총을 가진 선수들이 원형으로 둘러싼채 가운데 있는 전등이 켜지면 일제히 방아쇠를 당기는‘집단 러시안 룰렛’! 게임은 최후의 한 명이 살아남을 때까지 계속되고 최후의 생존자에게는 85만 유로의 상금이 주어진다. 홀의 주변에는 선수들에게 판돈을 건 도박사들이 마른 침을 삼키면서 관객의 역할을 한다. 푼돈이라도 벌 수있지않을까 하는 단순한 생각에서 왔던 세바스찬은 목숨을 건 게임을 시작하게 된다.   영화제 소개글. 집 수리공으로 일하고 있는 세바스찬은 매일 자살을 시도하는 집주인 앞으로 배달된 편지 한 통을 몰래 훔친다. 편지 내용은 정기적으로 열리는 특정한 게임에 참가하면 많은 돈을 벌 수 있다는 것. 가난한 가족을 부양해야 하는 그로선 이 막연한 내용에 귀가 솔깃해져 무작정 게임이 열리는 장소로 찾아간다. 결국 그는 자신의 운명이 파국으로 치닫는다는 것을 전혀 모르는 채 이상할 만큼 철저한 보안 속에서 게임에 참여하게 된다. 마치 누군가의 비참한 현실을 다큐멘터리로 보는 듯한 충격과 생생함이 오랫동안 기억에 남을 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64995,1408,공포, 스릴러,미카엘 하프스트롬,존 쿠삭, 사무엘 L. 잭슨,어린 딸을 잃은 공포소설 작가 마이크 엔슬린(존 쿠삭 분)은 ‘사후세계’라는 소재에 사로잡혀 있다. 그는 초현실적인 공포를 소설로 쓰는 베스트셀러 작가지만, 눈에 보이는 것 외에는 아무것도 믿지 않는 회의론자이다. 어느 날 그에게 날아온 낯선 엽서 “Don’t enter 1408!” (1408호에 절대 들어가지 마시오).   새로운 작품을 구상 중이던 마이크는 미스터리로 가득한 뉴욕의 돌핀 호텔을 찾는다. 호텔 지배인 제럴드 올린(사무엘 L. 잭슨 분)은 95년간 1408호에 묵은 투숙객들이 1시간을 못 넘기고 죽은 일들을 알려주며 들어가지 말라고 강력히 경고하지만 마이크는 기어코 그 방에 들어선다. 1초 앞을 예상할 수 없는 1408의 무한공격!   보이는 것 외에는 아무것도 믿지 않는 마이크의 눈 앞에서 상상을 초월한 미스터리한 현상들이 벌어지면서 현실과 환상이 넘나 들고 그 방에서 죽은 사람들의 혼령이 나타나 끊임없이 그를 위협한다. 심리적 공포와 맞서던 그에게 초강력 다이나믹한 공포의 공격이 시작되고 극도의 공포감 속에서 마이크는 1408호와의 처절한 사투를 벌인다. 살아남기 위해 주어진 시간은 단 한 시간. 1408호의 정체는 무엇인가? 과연 마이크는 살아남을 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61103,1번가의 기적,코미디, 드라마,윤제균,임창정, 하지원,재개발의 막중한 임무를 띠고 에쿠스를 끌며 폼 나게 1번가에 나타난 날건달, 필제. ‘천하의 나쁜 노무새끼’가 되어 피도 눈물도 없이 무대뽀로 마을 사람들을 밀어내려 단단히 맘을 먹었건만 도착한 첫날부터 맞닥뜨린 깡따구 센 여자 복서 명란을 비롯하여 예측불허의 마을 사람들로 인해 필제의 계획은 꼬이기 시작한다.   버스보다 발이 빠르고 말보다 주먹이 앞서는 명란은 몸이 불편한 아버지와 동생을 돌보면 서도 아빠에게 자랑스런 딸이 되기 위해 동양 챔피언의 꿈을 다지며 꿋꿋하게 살아간다. 이런 명란과 사사건건 엮이게 된 필제는 재개발은 커녕 명란의 뒤치닥거리 하기에 바쁘다. 엎친 데 덮친 격으로 필제가 하는 짓들이 마냥 신기하기만 한 일동, 이순 남매는 순 수함으로 필제를 제압하고, 그를 두려워하기는 커녕 일까지 시켜먹는 마을사람들로 인해 필제는 동네의 온갖 잡일을 도맡아 하게 된다. 급기야 그는 동네 아이들에게 날건달이 아닌 슈퍼맨으로  통하기에 이르는데…   ‘마을 접수’라는 애초의 목적 달성에서 점점 멀어져만 가는 필제, ‘동양챔피언’의 꿈을 향해 계속 달리는 명란, 그리고 각자의 꿈을 안고 살아가는 ‘1번가’ 사람들. 서로간의 묘한 유대감을 쌓아가면서 나아갈 수도 물러설 수도 없는 이 상황에서, 필제는 과연 임무를 완수할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66835,허스,드라마,김정중,김혜나, 수지 박, 윌윤리,Los Angeles. 다급히 도망치는 20대 여성, 지나. 목숨을 걸고 매춘조직에서 탈출하여 자신이 어디로 가고 있는지 모른 채 마냥 동쪽으로 향하고 있다. 갱 조직으로부터 도망간 여자를 잡아달라는 부탁을 받은 한국계 경찰 루카스. 이 두 사람은 우연히 몇 차례 마주치며 기묘한 인연을 시작하는데….   Las Vegas. 30대의 지나. 비록 몇 년 째 콜걸로 살아가고 있지만 패션 디자이너의 꿈을 가슴 한켠에 품고 있다. 진정한 사랑을 통해 삶의 탈출구를 찾고자 하지만 자신을 있는 그대로 드러내기가 너무 힘들다. 그러던 중 채팅을 통해 자신을 화가로 소개하는 K를 만나게 되는데….   Alaska. 40대의 지나. 고독과 시련 속에 만신창이가 된 자신의 생에 마지막 선물을 주기 위해 알래스카로 간 그녀. 오로지 아름다운 한 순간을 보기 위해 사십 평생을 거칠게 살아온 듯, 그녀의 마지막 선물은 이제 삶의 유일한 희망이 되어 알래스카를 비추는데….,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45535,헤어스프레이,뮤지컬, 코미디,아담 쉥크만,니키 브론스키, 존 트라볼타, 퀸 라티파,볼티모어 십대들에게 최고의 인기를 끌고 있는 ‘코니 콜린스 쇼’. TV 댄스쇼에 출연해 최고의 댄싱퀸인 ‘미스 헤어스프레이’가 되는 것이 꿈인 슈퍼 헤비급 몸매의 ‘트레이시(니키 블론스키)’는 한껏 부풀린 최신 유행 헤어스타일을 하고 언제 어디서든 유쾌! 상쾌! 통쾌한 성격을 잃지 않는다. 어느 날, 새로운 멤버를 영입하기 위한 ‘코니 콜린스 쇼’의 공개 오디션이 열리자, 트레이시는 쭉쭉빵빵 S라인 미녀들이 판치는 댄스쇼에서 그녀가 주눅들까 걱정하는 엄마 ‘에드나(존 트라볼타)’를 뒤로 하고 자신의 꿈을 위해 당당히 오디션에 참가한다.   친구 ‘시위드(엘리아 켈리)’와 ‘페니(아만다 바인즈)’의 도움으로 슈퍼 헤비급 몸매를 자유 자재로 움직이는 수준급 댄스를 선보인 ‘트레이시’는 드디어 ‘코니 콜린스 쇼’에 입성한다. 그러나 볼티모어 TV 방송국 매니저이자 전 미스 볼티모어로 아름다운 외모가 곧 권력임을 강조하는 엉뚱한 악녀 ‘벨마(미셸 파이퍼)’와 그녀의 딸인 백치미 공주병 ‘앰버(브리타니 스노우)’에게 끔찍한 몸매에 숏다리인 ‘트레이시’는 눈엣가시이다. 그녀는 온갖 방해 공작을 벌이는 ‘벨마’와 ‘앰버’ 모녀에 맞서 볼티모어 최고의 댄싱퀸을 뽑는 ‘미스 헤어스프레이’ 선발 대회에 참가하는데.... 천방지축 슈퍼걸 ‘트레이시’는 과연, 꽃미남 꽃미녀들의 틈바구니에서 ‘미스 헤어스프레이’가 되는 기적을 이룰 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64270,헤저드,액션, 드라마,소노 시온,오다기리 죠, 제이 웨스트,1991년 일본. 신은 지루한 일상에 염증을 느끼고 있다. 대학생활은 따분하기만 하고, 애인과의 관계는 식어버렸다. 무의미한 나날들이 계속되던 어느 날," 우연히 빼내 든 <세계의 위험한 곳들> 이란 책에서 가장 위험한 도시 뉴욕의'헤저드'란 이름을 발견한다. 언제나 비상을 꿈꿔오던 신은 충동적 일탈을 감행하며 무작정 뉴욕으로 날아간다.  뉴욕에서 삶의 감각을 일깨워 줄 무언가를 찾아 헤매던 신은 리와 다케다라는 갱단 친구들을 만나 자극적인 위험 속으로 점점 빠져든다. ""우리는 이 1센트로 1억 달러를 교환한다."" 신은 보이지 않는 1센트의 동전으로 그들과 우정을 맹세하고", 광기를 품은 뉴욕의 거리를 떠도는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65067,헨젤과 그레텔,판타지, 드라마,임필성,천정명, 은원재, 심은경,어릴 적 떠나간 엄마를 만나러 가는 길, 은수는 사고로 정신을 잃는다. 깊은 밤, 숲에서 눈을 뜬 그의 앞에 돌연 나타난 소녀. 은수는 홀리듯 그녀를 따라 세 아이가 살고 있는 ‘즐거운 아이들의 집’으로 향한다. 그림책에서 빠져 나온 듯한 집은 장난감과 과자로 가득찬 아이들의 천국. 하지만 전화는 불통이고 숲은 아무리 헤매어도 출구를 찾을 수 없다.   바깥 왕래가 없는데도 늘 풍성한 식탁, 다락에서 흘러 나오는 기이한 울음소리, 아이들이 알려준 대로 가 봐도 미로처럼 제자리로 돌아오는 숲. 설명할 수 없는 일들 속에 은수는 아이들에게 비밀이 있음을 감지한다. 아이들을 무서워하던 엄마, 아빠는 설상가상 메모 한 장 남긴 채 사라지고, 아이들은 석연찮은 변명만 늘어놓는다. 며칠 후, 마치 아이들의 계획인양 또 다른 길 잃은 어른들이 아이들의 집을 찾아오고, 은수의 불안과 의구심은 더욱 깊어만 간다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66364,헬로! 애기씨,드라마,이민홍,이다해, 이지훈,제안이씨 종갓집 화안당의 주인이 된 이참판댁 종손녀 이수하(이다해)는 서울에 딴 살림을 차린 아버지를 기다리며 인고의 세월을 걸어온 엄마가 돌아가시자, 왕 내숭 종손녀의 허물을 벗고 서울행을 감행한다. 전통과 예절에서 벗어나 서울로 오는 것 까진 좋았지만 서먹한 아버지, 만만치 않은 서울 어머니, 그리고 까칠한 이복오빠와 죽이고 싶게 얄미운 이복여동생과의 생활은 만만치 않다. 독립자금을 위해‘TOP 엔터테인먼트’사가 기획하는 ‘Dream Body 선발대회’에 참가한 그녀에게 주어진 첫 번째 미션은 옷을 벗어라~!   방송을 보던 종갓집 어른들이 줄줄이 뒤로 넘어가지만 우연찮게도 그 회사는 과거 화안당에서 훔친 소 한 마리를 밑천으로 지금은 거대 기업이 된 머슴출신 재벌 황만복의 계열사. 죽기 전에 화안당 사랑방에 앉아보는 게 소원인 그는 손주들에게 미션을 내린다. 화안당을 접수하는 사람에게 경영권을 물리주리라~! 경영 수업은 뒷전이고 젊음을 누리기 바빴던 황동규(이지훈)와 황찬민(하석진)은 과연 화안당 애기씨의 마음을 뺏을 수 있을 것인가……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,102115,현장토크쇼 택시,,,이영자, 오만석,언제 어디서나 부르면 달려간다.  현장토크쇼 택시!  당신이 원하는 곳,   듣고 싶은 이야기가 있는 곳,  어디라도 달려가는 토크 엔진 완전 장착!    때로는 피곤한 당신을 달래주고  때로는 힘겨운 당신과 함께 울어주고  때로는 즐거운 당신과 함께 웃어주는    도로위에서 펼쳐지는   공감 토크쇼 택시!     국민언니 이영자와   신흥예능강자 오만석이 만나다!  든든한 두 사람과 함께   오늘도 길 위의 이야기는 계속 된다.    초심으로 돌아간 오리지널 택시의   기분 좋은 출발!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,58333,혐오스런 마츠코의 일생,코미디, 뮤지컬,나카시마 테츠야,나카타니 미키,도쿄에서 백수 생활을 하던 쇼(에이타)는 고향의 아버지(카가와 테루유키)로부터 한 통의 전화를 받는다. 행방불명 되었던 고모 마츠코(나카타니 미키)가 사체로 발견되었으니 유품을 정리하라는 것. 다 허물어져가는 아파트에서 이웃들에게 '혐오스런 마츠코' 라고 불리며 살던 그녀의 물건을 정리하며 쇼는 한 번도 만난 적 없는 마츠코의 일생을 접하게 된다. 중학교 교사로 일하며 모든 이에게 사랑받던 마츠코에게 지난 25년간 도대체 어떤 일이 일어난 것일까?  제자가 일으킨 절도사건으로 해고 당한 마츠코는 가출을 감행한다. 하지만 동거하던 작가 지망생은 자살해 버리고, 그의 친구와 불륜을 시작한 마츠코는 곧 버림받고 절망에 빠져 몸을 팔게 된다. 기둥서방에게마저 배신당한 마츠코는 그를 살해, 8년형을 언도 받는다. 출소 후, 미용사로 일하던 마츠코는 자신을 해고당하게 만들었던 절도사건의 범인인 제자 류 요이치와 재회하고 운명적인 사랑에 빠지게 되는데....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,56607,호랑이와 눈,코미디,로베르토 베니니,로베르토 베니니, 장 르노, 니콜레타 브라스치,늘 덜렁대기 일쑤고, 무언가 잘 잊어버리지만 낙천적이고 긍정적인 성격의 아틸리오는 매일 밤 꿈 속에서 한 여인과 결혼식을 올린다. 그녀의 이름은 비토리아, 꿈 속의 그녀는 아틸리오의 사랑을 받아주지만, 현실 속 그녀는 다르다. 시인인 아틸리오가 열렬한 사랑의 시를 바치고, 그녀를 졸졸 따라다녀도 비토리아는 알쏭달쏭한 반응뿐이다!   그러던 어느날, 아틸리오는 인터뷰를 위해 바그다드로 떠난 비토리아가 폭발 사고를 당해 혼수 상태에 빠졌다는 연락을 받는다. 황급히 병원으로 찾아간 아틸리오는 비토리아의 눈을 뜨게 하기 위해 자신이 할 수 있는 모든 방법을 동원하는데. 핸드메이드 묘약부터 잠수부 산소호흡기, 고생 끝에 구해 온 영양제까지 웃음과 눈물이 함께 하는 아틸리오의 비토리아 깨우기 대작전이 시작된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,56612,호스텔,공포,일라이 로스,제이 헤르난데즈, 데렉 리차드슨, 이토르 구드욘손,유럽으로 배낭여행을 떠난 미국인 배낭족 팩스턴과 조쉬는 여행도중 만난 올리와 함께 암스테르담에 머물던 중 알렉스라는 남자를 만난다. 그는 슬로바키아에 가면 ‘미녀와 멋진 하룻밤’을 보낼 수 있다며 어느 호스텔을 알려준다. 이들은 슬로바키아의 브라티슬라바로 향하고 그곳에서 기대 만큼이나 멋진 꿈 같은 밤을 보낸다.   하지만 그 다음날 갑자기 올리가 사라지고, 같은 호스텔에 묵고 있던 일본인 배낭여행족 유키도 행방불명이 된 것을 알게 된다. 이후 조쉬 마저 연락이 두절되자 무언가 이상한 느낌을 갖게 된 팩스턴은 친구들을 찾아 나섰다가 끔찍한 고문실에 갇히고 마는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,31767,홀리 마운틴,드라마, 판타지,알레한드로 조도로프스키,알레한드로 조도로프스키,기독교와 동양철학, 우주와 창조주, 인간에 대한 독특한 세계관이 표현 된 작품으로 ‘조도로프스키’ 감독 영화 중에서 비타협표현주의 영화로 손꼽힌다.   예수를 닮은 한 사내아이가 태어난다. 하늘의 부름을 받은 그는, 이 세상을 살리기 위한 임무를 가지고 지구대표로 이곳에 오게된 것. 그리고 그는 임무대로 태양계 혹성의 대표들과 함께 `성스러운 산`을 찾아 긴 여정을 시작한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,58018,화려한 휴가,드라마,김지훈,김상경, 안성기, 이요원,1980년 5월, 광주. 광주에 사는 택시기사 민우( 김상경 분).  어릴 적 부모님을 여의고 끔찍이 아끼는 동생 진우(이준기 분)와  둘이 사는 그는 오직 진우 하나만을 바라보며 평범한 일상을 살고 있다.  진우와 같은 성당에 다니는 간호사 신애(이요원 분)를 맘에 두고  사춘기 소년 같은 구애를 펼치는 그는 작은 일상조차 소중하다.  이렇게 소소한 삶을 즐기는 이들에게 어느 날 갑자기, 생각지도 못한 무시무시한 일이 벌어진다.  무고한 시민들이 총,칼로 무장한 시위대 진압군에게 폭행을 당하고 심지어 죽임을 당하기까지 한다.  눈 앞에서 억울하게 친구, 애인, 가족을 잃은 그들은 퇴역 장교 출신 흥수(안성기 분)을 중심으로  시민군을 결성해 결말을 알 수 없는 열흘 간의 사투를 시작하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,90573,환상의 짝꿍 - 사랑의 교실,,정창영,김제동, 조형기, 신봉선,아이와 어른들이 짝꿍을 이루어 흥미진진한 게임을 벌이는 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61427,황금나침반,판타지, 모험, 액션, 드라마, 가족, 스릴러,크리스 웨이츠,다니엘 크레이그, 니콜 키드먼, 에바 그린,‘살아 있는 모든 존재를 멸망으로 이끌 전쟁이 일어날 것’이라는 예언의 중심에 있는 ‘황금나침반’. 각각의 서로 다른 세계 속에서 ‘황금나침반’으로 절대권력을 차지하기 위해 벌어지는 천상과 지상의 거대한 전쟁은 모든 세계를 혼돈에 휩싸이게 한다.   학자이자 탐험가인 아스리엘 경은 또 다른 세계로 갈 수 있게 해주는 미지의 물질 ‘더스트’를 노스폴에서 발견하게 되고, 이를 이용해 신세계를 찾아볼 것을 제안한다. 하지만 또 다른 세계의 존재를 부정하던 학자들 사이에서는 일대 파란이 일어나고 그의 연구를 막으려 한다.   한편, 아스리엘 경의 조카 라라는 진실만을 알려준다는 ‘황금나침반’을 얻게 되고 이에 얽힌 놀라운 예언의 진실을 모른 채, 노스폴로의 여정을 떠난다. 하지만 함께 노스폴로의 동행을 제안했던 콜터 부인이 황금나침반을 노리고 있음을 알게 된 라라는 목숨을 건 탈출을 감행하면서 점차 황금나침반의 비밀의 실체에 접근하는데……   진실을 말해주는 황금나침반을 지닌 채, 예언 속 전쟁을 막기 위한 험난한 여정에 오른 라라. 헥스족과 아머 베어족 등의 도움을 받아 힘을 모으지만 이를 저지하려는 어둠의 세력이 커지면서 예언 속의 거대한 전쟁, 그 서막이 열린다.,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67903,황금신부,드라마,운군일, 백수찬,이영아, 송창의,1500에 팔려온 계약신부 누엔진주가 전해주는 어긋만 가족들의 행복찾기! 한숙은 약속대로 마중나오지 못한 진주를 질타하며 화가 난 채 돌아가 버린다. 자기를 버린 아버지와 부전자전이라는 말은 들은 진주는 마음이 상하고, 한숙을 찾아가 용서를 구한다. 준우는 한숙이 베트남에 갔다는 말을 세미에게 듣고 자신의 의사를 무시하지 말라며 화를 내고, 아버지는 준우가 아직 지영을 못 잊는듯 하여 안쓰러워한다. 진주는 곧 시력을 잃게 될 어머니를 생각하며 마음이 착잡한데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,91796,황금어장 라디오스타,,전성호, 황지영,김국진, 윤종신, 규현,"잘나가는 DJ들이 TV에서 뭉쳤다! 라디오에 ""보이는 라디오""가 있다면 TV에는 ""들리는 TV"" <라디오 스타>가 있다! 부담없고", 재미있는 TV! <라디오 스타>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64923,황색 눈물,드라마,이누도 잇신,마츠모토 준, 아이바 마사키, 니노미야 카즈나리,1963년(쇼와38년) 늦은 봄, 도쿄 올림픽을 한 해 앞두고 있던 일본. 고도경제성장을 계속하며 한껏 들떠있는 도쿄, 아사가야에 한 무리의 젊은이들이 미래의 큰 꿈을 안고 모였다. 가난하지만 함께 꿈을 꾸며 언젠간 이루어질 것이라는 굳은 믿음을 갖고 살아가는 이들. 만화가로서의 꿈을 지켜나가는 에이스케(니노미야 카즈나리), 가수 지망생 쇼이치(아이바 마사키), 화가를 꿈꾸는 케이(오노 사토시), 소설가임을 자처하는 류조(사쿠라이 쇼), 그리고 유일하게 열심히 일하는 근로청년 유지(마츠모토 준). 이들은 각자 나아갈 길은 다르지만 언젠가는 다시 만날 것을 기약하며 헤어진다.  2개월 후, 뿔뿔이 흩어졌던 네 명의 젊은 예술가들은 필연처럼 재회하게 되고.. 결국 그들은 에이스케의 3평 남짓한 방 한 칸짜리 아파트에서 빈둥대며 공동생활을 시작한다. 그런 네 사람의 모습을 안타깝지만 따스한 시선으로 지켜보는 유지. 돈이 떨어지면 남에게 의지하고, 뭔가 건수가 생기면 술을 마시며 자신들의 꿈을 이야기한다. 이렇게 가난하지만 웃음이 끊이지 않던 어느 여름의 날들이 하루하루 지나가고, 이들은 냉혹한 현실에 직면하게 되는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,60311,황진이,드라마,장윤현,송혜교, 유지태,여자는 땅, 천민은 짐승이던 16세기. 양반가의 딸로 자란 진이(송혜교)는 출생의 비밀이 밝혀지자 가장 천한 ‘기생’의 신분을 스스로 선택한다. 인간으로서 가장 밑바닥으로 추락했으나 사대부조차 동경하는 최고의 여인이 된 ‘진이’. 그녀 곁에 벗이었고, 노비였으며, 첫 남자인 놈이(유지태)가 있다. 시대의 격랑 속에서 놈이는 반역자로 수배되고, 이제 진이는 자신의 전부를 건 운명의 선택을 한다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,39633,황혼의 사무라이,액션, 드라마,야마다 요지,사나다 히로유키, 미야자와 리에, 코바야시 넨지,가난한 하위 무사로 영주에 대한 충의보다 어린 두 딸과 병든 노모를 더욱 중요하게 여기는 인간적인 무사 세이베이의 삶과 사랑을 그린 영화.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,57899,황후화,액션, 드라마, 멜로/로맨스,장이머우,주윤발, 공리,중국 당나라 말기.  병색이 짙어가는 비운의 황후(공리)는 중양절 축제를 앞두고  원걸 왕자(주걸륜)와 함께 거대한 반란을 도모하고  역사를 뒤흔든 황제(주윤발)는 황후의 도발에 강하게 맞서는데…    금빛 궁궐을 둘러싼 음모,  꽃으로 물든 반란이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,63483,훌라 걸스,코미디, 드라마,이상일,마츠유키 야스코, 토요카와 에츠시, 아오이 유우,1965년 후쿠시마현 이와키시의 탄광마을. '하와이언 댄서 모집' 전단지를 들여다보고 있는 소녀 사나에. 그녀는 이것이 마을에서 벗어날 수 있는 유일한 방법이라며 친구 기미코를 설득한다. 폐광의 운명을 맞는 마을을 위기에서 구하기 위해 탄광회사가 생각해 낸 아이디어는 바로 하와이언 센터를 유치하기 위한 훌라 댄스 쇼! 세련되고 아름다운 춤 선생 마도카가 도쿄에서 내려오고, 본격적인 훌라 연습은 시작된다. 기미코는 훌라 댄스를 배운다는 사실에 불같이 화를 내는 엄마에 맞서 집을 뛰쳐나와 댄스 교습소에서의 힘든 생활을 감수한다. 겉으론 화려한 댄서이지만 아픈 사연을 간직한 마도카는, 이러한 소녀들의 모습에 감동해 시들었던 자신의 꿈이 소중하게 되살아남을 느낀다. 드디어 홍보를 겸한 순회 공연은 시작되고, 마을을 위해 소녀들은 떨리는 마음으로 무대에 오르게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,67911,히든 팜스,드라마,페리 랑, 스콧 위넌트,다나 데이비스, 마이클 캐시디,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65341,히어로,드라마,스즈키 마사유키,기무라 타쿠야, 마츠 다카코, 오츠카 네네,엉뚱하지만 천재적 사건 해결력을 자랑하는 행동파 검사 쿠리우(기무라 타쿠야). 도쿄 검찰청 동료 검사 시바야마(아베 히로시)가 자신의 이혼소송으로 바쁘자 어쩔 수 없이 그가 맡던 사건을 넘겨 받게 된다. 용의자가 모든 죄를 자백한 사건으로, 모두가 쉽게 판결이 날 거라고 믿는 재판이었다. 그러나 법원에서 돌연 용의자가 ‘검사의 진술은 모두 거짓’이라며 자백을 번복하는 사태가 발생하고 쿠리우는 검사로서 최대의 위기를 맞게 된다. 또한 상대편 변호인으로 일본 최고의 거물급 변호사 가모우가 등장하면서 사건은 또 다른 위기를 맞이하게 된다.  생각지도 못한 다양한 진술로 자신의 목을 조여오는 가모우 변호사의 공격에 궁지에 몰린 쿠리우 검사. 단순 상해치사 사건에 검찰 특수부까지 개입하며 쿠리우는 점차 사건의 배후에 거대 권력의 음모가 숨겨져 있음을 감지하게 된다. 자신이 맡은 사건의 승패에 일본 전역이 주목하고 있는 국회의원 하나오카 의원의 뇌물수수 사건의 열쇠가 달려있는 것. 결정적인 증거를 잡기 위해 한국검사 강민우(이병헌)에게 수사 협조를 요청, 사무관 아마미야와 함께 부산으로 향한다. 과연 쿠리우 검사는 감춰진 음모를 밝혀내 이 사건을 승소로 이끌 수 있을까…  이제 절대 권력에 맞선 통쾌한 한판 승부가 펼쳐진다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
