year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,52120,업,애니메이션, 가족, 모험, 코미디, 액션,피트 닥터, 밥 피터슨,에드워드 애스너, 조던 나가이, 크리스토퍼 플러머,평생 모험을 꿈꿔 왔던 ‘칼’ 할아버지는 수천 개의 풍선을 매달아 집을 통째로 남아메리카로 날려 버리는데, ‘칼’ 할아버지의 이 위대한 모험에 초대 받지 않은 불청객이 있었으니, 바로 황야의 탐험가 ‘러셀’! 지구상에 둘도 없을 이 어색한 커플이 함께 하는 대모험. 그들은 과연 남미의 잃어버린 세계에서 사라져 버린 꿈과 희망, 행복을 다시 찾을 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,54973,에반게리온: 파,애니메이션, 액션, 드라마, SF,안노 히데아키, 마샤유키, 츠루마키 카즈야,오가타 메구미, 하야시바라 메구미, 미야무라 유코,2015년 현재, ‘세컨드 임팩트’의 충격으로 인류의 절반이 사라진 이 곳에 정체불명의 사도들이 다시 공격해 오기 시작한다. 특무기관 네르프 소속의 14세 파일럿들은 각자의 에반게리온을 타고 사도의 위협에 맞서 싸운다. 자신이 왜 타야 하는지도 모른 체 에반게리온을 타는 신지와 자신의 임무를 묵묵히 수행하는 레이. 그리고 에반게리온을 통해 자신의 능력을 표출하고 싶은 아스카까지! 같은 운명을 타고난 그들은 조금씩 마음을 열고 연대하기 시작한다. 그리고 시시각각 새로운 모습으로 그들에게 공격을 가해오는 사도들. 인류의 운명을 짊어진 그들 모두에게 견딜 수 없는 선택을 하게 하는 최고의 위험이 지금, 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,73809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,69799,에코,미스터리, 스릴러, 공포,얌 라라나스,제시 브래포드, 아멜리아 워너, 케빈 두런드,우발적인 살인을 저지르고 감옥에 있던 바비는 형량을 마치고 집으로 돌아오지만, 무슨 이유에선지 몇 달 동안 집안에서 꿈쩍도 하지 않던 그의 어머니는 바비가 돌아오기 전, 결국 변사체로 발견된다. 그렇게 혼자 남겨진 바비는 어머니가 살던 허름한 아파트에서 새로운 삶을 시작하려 노력한다. 그러던 어느 날 밤, 집안에서 기이한 소리를 듣게 되고 그 소리의 원인을 찾던 바비는 피아노 줄 틈에 끼어 있는 피 묻은 손톱과 누군가 손가락으로 뚫어 놓은 듯한 벽의 작은 구멍, 벽장 속 어머니의 이상한 목소리가 담긴 카세트 테이프 등 공포스러운 흔적들을 연이어 발견하게 된다. 그리고 매일 밤 바비의 귓가를 떠나지 않는 정체 모를 소리들로 인해 그는 잠을 이루지 못하고, 그 소리는 시간이 지날 수록 바비의 귓가에 점점 더 선명해지는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,64161,엑스맨 탄생: 울버린,SF, 액션, 판타지, 스릴러,개빈 후드,휴 잭맨,어린 시절 눈앞에서 아버지를 잃은 상처, 그리고 사랑하는 연인까지 지켜내지 못했던 과거의 기억은 울버린(휴 잭맨 분)을 더욱 강하게 만든다. 울버린을 포함해 스트라이커 대령의 지휘하에 전세계에서 선발된 강력한 돌연변이들이 스페셜 팀을 구성하고, 울버린은 인간이 참아낼 수 있는 고통의 한계치를 넘는 지옥 같은 프로젝트를 통해 ‘웨폰 X’로 다시 태어난다. 이제 울버린은 복수를 위해 스페셜 팀을 탈퇴하지만, 에이전트 제로(다니엘 헤니 분)가 울버린을 추격하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,70460,엑스트라,코미디, 멜로/로맨스,케빈 칼린,지머인, 라이스 멀둔,이름조차 없는 우리의 주인공 엑스트라. 그는 부와 명성을 양 손에 거머쥔 대스타가 되고자 하는 원대한! 포부를 안고 대도시로 올라 온다. 그리고 꿈을 이루기 위해 스타가 되고자 노력하지만 이렇다할 재능도 빼어난 외모도 갖지 못한 그에게 기회는 쉽사리 찾아오지 않는다. 수 많은 기획사와 제작사를 거치다 마침내 커티스라는 감독 겸 제작자의 영화에서 엑스트라 역을 따낸 그는 영화 예고편의 주인공 자리까지 꿰차게 되는 행운을 맛보게 된다. 하지만 이것도 잠시… 커티스의 영화가 금전적인 문제로 다른 이에게 빼앗기고 예고편은 못쓰게 되는 불운이 겹치면서 스타가 되고자 했던 엑스트라의 꿈은 원점으로 돌아오고야 마는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,68258,엘라의 계곡,범죄, 드라마, 미스터리, 스릴러,폴 해기스,토미 리 존스, 샤를리즈 테론,아들 마이크가 명예로운 군인이 되길 바랬던 퇴역 군인 행크 디어필드는 참전 후 귀환한 아들이 외출 후 부대로 돌아오지 않았다는 소식을 접한다. 아들이 귀국했다는 소식도 모르고 있던 헌병 수사관 출신 행크는 탈영 처리될 위기에 처한 아들에게 무슨 일이 있는지 알아보러 직접 군부대로 향한다. 단순한 마약관련 사건으로 아들의 실종을 처리하려는 군수사대를 의심한 행크는 지역 관할 형사인 에밀리 샌더스와 함께 직접 아들을 찾아 나선다. 전직 수사관 출신답게 집요하게 사건을 추적해 가던 중 아들 마이크와 전쟁에서 함께 했던 전우들을 만난 후 결국 그 곳에서 벌어졌던 일을 알게 되고 그럴수록 군 당국과 지역 경찰과의 갈등은 심해져 간다. 마침내 아들의 죽음의 실체를 알게 된 행크는 그 동안 조국에 충성했던 자신의 가치관에 혼란을 겪게 되고 결국 아들의 죽음 뒤에 숨겨진 미스터리를 풀기 위해 오랫동안 간직해온 신념을 버리지 않을 수 없게 된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,47050,엘레지,멜로/로맨스, 드라마,이자벨 코이젯트,벤 킹슬리, 페넬로페 크루즈,사랑을 믿지 않는 문학 교수 데이빗, 순수하면서도 섹시한 매력의 대학원생 콘수엘라. 하룻밤 욕망으로 여겼던 콘수엘라가 사랑을 원하자 그는 도망쳐 버린다. 그로부터 2년 후, 자신이 그녀를 진정으로 사랑하게 될 줄은 꿈에도 모른 채…  영화제 소개글. “사람들은 아름다운 여자들을 볼 때 그 외면의 황홀함에 눈이 멀어 내면을 들여다보지 못한다.” 저명한 대학교수와 젊은 제자 사이의 열정적인 관계를 그린 이 영화는 퓰리처상 수상작가 필립 로스의 단편소설 &amp;ltThe Dying Animal&amp;gt을 원작으로 하고 있다. 미적 감각과 예리하고 통찰력 있는 연출력으로 원작을 세련되고 우아하게 스크린으로 완벽히 재현했다는 평가를 받았다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,47088,엘리트 스쿼드,범죄, 드라마, 스릴러,호세 파딜라,와그너 모라, 카이오 준쿠에이라,1980년대 중반 폴란드출신 교황 바오로 6세가 브라질 리오데 자네이로에 온다고 한다. 이번 방문이 3번째인데 이번에는 하필 favela (브라질 대도시의 유명한 슬럼가) 역의 한 호텔에 묵는다고 고집을 피운다. 국민의 95% 이상이 천주교인 브라질 정부가 몸살이 난다. 만일 교황이 위태로워져서도 안 되고, 한 방의 총소리도 근처에서 들리지 않게 해야 한다. 실화를 바탕으로 한 이 영화는 교황방문 6개월 전부터 시작된다. 브라질 경찰은 어느 제3국의 경찰과 마찬가지로 국민의 위에 군림한지만 극심한 부패로 경외와 경멸을 동시에 받는다.  이런 경찰국에 두 명의 신참이 들어온다. 네토는 거칠고 멋진 경찰이 좋아 경찰이 되었고 마티아스는 흑인이지만 나중에 법률가가 되려는 높은 뜻을 품고 일단 경찰에 입문한다. 네토는 새로운 경찰차가 들어오면 자꾸 고장 나는 이상한 현상이 벌어지는 경찰서의 차량계로 배속 받고," 마티아스는 대학가에 침투한 마약경로를 파악하려고 법대 대학생으로 위장한다.  또 다른 스토리는 BOPE(특수기동대와 같은 일종의 엘리트 경찰부대)의 한 분대장 이야기다. 이 분대장도 교황방문의 소식을 듣고 상부에서 ""교황이 오기 몇 주 전까지 빈민가를 일제 소탕하라""는 명령을 받는다. 용맹한 부대장은 사실 마음의 병을 가지고 있다. 정신병의가 처방해준 약도 먹고 있다. 곧 아기를 낳게 되는 아내와 앞날을 위해 속으로는 경찰을 그만둘 생각을 가지고 있다. 그러면서 자기를 대체할 대원을 은연중에 찾고 있다. 그러던 중 네토와 마티아스가 BOPE (특공대) 에 자원한다. 웃기는 건 부패한 일반 선임 경찰들도 꽤 자원했다는 것이다. 대략 80명이 자원했는데 혹독한 신병훈련을 유도하는 분대장에 질려서 대부분 탈락하고 서너 명만 합격한다. 이중에 네토와 마티아스 다 합격된다. 마티아스의 첩보로 고질적인 한 마약패거리의 두목에 대한 단서를 받게 된  엘리트 분대장은 드디어 일제소탕작전에 들어간다.  2008년 베를린영화제 황금곰상 (그랑프리) 수상", 2008년  상 파울로 영화제 감독상, 편집상 수상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,49852,여고괴담 5,공포, 스릴러, 드라마,이종용,오연서, 장경아, 손은서,늦은 밤 학교 성당. 영원한 우정을 피로 맹세한 친구들이 죽을 때도 함께하자며 동반자살을 약속한다. 하지만 그날 밤, 그 중 한 명인 언주가 투신자살하고, 그 이후 남겨진 친구들에게 차례로 섬뜩한 공포와 의문의 죽음이 찾아온다. 죽음도 깨지 못한 절친과의 우정서약은 끔찍한 공포가 되어 학교를 피로 물들여 가는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,50290,여름의 조각들,드라마, 가족,올리비에 아사야스,줄리엣 비노쉬, 제레미 레니에, 샤를스 베르링,집안 대대로 타고난 예술적 감각으로 평생토록 미술품과 고가구를 모아온 어머니. 그녀는 75번째 생일에 자신이 떠나면 짐이 될지 모르는 이 물건들에 대한 이야기를 꺼내려고 하지만 자식들은 귀담아 듣지 않는다. 그러던 어느 날, 갑작스럽게 어머니의 사망소식을 듣게 된 세 남매는 뒤늦게 가슴 아파하며 그녀를 떠나 보내고. 그러나 곧 세 남매는 그들의 어린 시절이 깃든 정든 집과 어머니가 남긴 귀중한 물건들을 어떻게 할 것인지를 놓고 미묘한 갈등에 부딪히게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,54563,여배우들,드라마,이재용,윤여정, 이미숙, 고현정,크리스마스 이브. 패션지 <보그> 특집 화보 촬영을 위해 20대부터 60대까지 각 세대를 대표하는 여섯 명의 여배우들이 한 자리에 모인다. 홀로 받는 스포트라이트에 익숙한 그녀들 사이에서는 예정된 기싸움이 벌어지고 팽팽한 긴장감이 스튜디오를 감싼다. 화보를 찍을 때도 절대 서로 부딪히지 않게 시차를 둔다는 패션계의 불문율을 깬 이 최초의 시도는 시작부터 불씨를 안고 있었던 것. 의상 선택부터 시작된 신경전은 급기야 현정의 도발에 지우가 자리를 박차고 나가버리는 불상사로 이어진다. 여정은 자신이 대타로 섭외된 것 아닌지 찜찜하고 민희는 화보 촬영이 즐겁지만 옥빈은 어디까지 선생님이고 어디부터가 언니인지, 선배들이 부담스럽기만 하다. 주요 소품인 보석이 오지 않자 시작된 하염없는 기다림. 스탭들은 애가 타고 여배우들은 점점 예민해지는데… 그 날 밤, 그곳에선 무슨 일이 벌어졌을까? 눈치보지 않고 솔직하고 또 대담한 그녀들 사이에선 어떤 이야기들이 오고 갔을까? 과연 이들은 무사히 촬영을 끝낼 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,72338,여자 없는 세상,드라마,송재윤,강원재, 김민수, 이훈국,성공적인 연애로 골인하기 어려운 20대 마초들의 필살기. 목동 퓨전선술집 사장, 스물아홉 정창현. 그의 꿈은 6년 안에 50억을 벌어 미스코리아 같은 여자와 결혼하는 것이다. 그러나 실상은 매일같이 친구 한철, 준, 승민과 어울리며 동네 노래방을 전전하다 사고나 치며 하루를 보낸다. 그런 그들 앞에 하나, 둘 여자가 나타나자 일생일대 최대의 위기를 맞는데. 여자 때문에 괴로운 마초 남자들의 미숙한 연애실패담.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51049,여행자,드라마,우니 르콩트,김새론, 박도연, 고아성,아빠와의 행복한 데이트를 보낸 진희는 내일이면 아빠와 함께 여행을 떠날 생각에 가슴이 설렌다. 다음 날 아침, 아빠는 진희를 보육원에 맡긴 채 친구들과 사이 좋게 지내라는 말만 남기고 떠난다. 아빠가 자신을 버렸다는 사실을 믿을 수 없는 진희는 말도 안하고 밥도 먹지 않고 보육원을 벗어나려 저항도 해보지만 아무도 자신의 마음을 알아주는 사람도 없고, 갈 곳도 없음을 알게 된다. 그렇게 진희는 조금씩 아빠와의 이별을 준비하는데… 서울영상위원회, 경기도와 경기영상위원회의 ‘2008 경기로케이션인센티브’ 지원대상 작품. 1970년대 아버지에 의해 고아원에 맡겨진 9살 소녀 진희가 아버지를 기다리며 지내는 고아원 생활과 같은 입장의 친구와의 우정과 입양되기까지의 이야기를 그린 내용. 영화제 소개글. 아이들이 선천적으로 갖고 있는 관계회복 능력에 주목하는 작품. 1970년대 중반 한국의 어느 고아원을 배경으로 하여 감독 자신의 경험에 바탕을 둔 이 작품은 매우 감동적이고도 희망적인 영화이다. 신인스타 김새론이 뛰어난 연기를 펼친다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,48602,엽문,액션, 드라마,엽위신,견자단, 임달화, 슝다이린,1930년대 중국, 수많은 무술가들의 메카가 된 불산. 그 곳에서 ‘엽문’은 빠른 스피드와 강력한 힘을 자랑하는 영춘권의 고수이자, 백전불패를 자랑하는 신화와 같은 실력으로 중국 전역에 명성을 떨친다. 그러던 어느 날, 일본이 중국대륙을 침략해 중일전쟁이 발발하고 불산은 일본의 식민지배 하에 놓이게 된다. 일본은 먼저 ‘민족혼 말살정책’의 일환으로 불산의 무술가들을 비열한 방법으로 하나하나 격파해 나간다. 심지어 이로 인해 죽음에 이르는 무술가들이 늘어가자 엽문은 큰 충격에 빠진다. 그 후 엽문은 제자를 받아들이지 않겠다던 자신의 신념을 버리고 국민들이 일본으로부터 자신의 몸을 지킬 수 있도록 무예를 가르치며, 중국의 자존심을 되찾기 위해 자신의 무술로 일본에 저항하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,51856,오감도,멜로/로맨스,민규동, 변혁, 오기환,장혁, 차현정, 김강우,‘segment 1 - His Concern’. 처음 만난 그와 그녀의 짜릿한 탐색전. 부산행 KTX를 타는 그(장혁)는 앞자리에 앉은 매력적인 그녀(차현정)에게 마음을 빼앗기고 만다. 그녀를 무작정 따라 내린 그는 결국 그녀의 연락처를 받아내고, 며칠 뒤 그녀와의 특별한 두 번째 만남을 계획하는데...  ‘segment 2 - 나, 여기 있어요’. 사랑하는 부부간의 안타까운 숨바꼭질. 아픈 아내를 걱정하는 자상한 남편 현우(김강우)와 홀로 남겨질 남편을 위해 해줄 수 있는 것이 없어 늘 미안한 아내 혜림(차수연). 죽음을 앞둔 사랑하는 부부의 안타까운 숨바꼭질.  ‘segment 3 - 33번째 남자’. 두 명의 여배우, 괴팍한 영화감독을 길들이다. 영화 촬영현장, 풋풋한 신인 여배우 미진(김민선)과 카리스마 넘치는 선배 여배우 화란(배종옥)은 고집 세고 괴팍한 성격의 감독(김수로) 때문에 골머리가 아프다. 급기야 선배 화란은 후배 미진을 요염하고 섹시한 매력녀로 변화시켜 감독을 꼬시게 하는데..  ‘segment 4 - 끝과 시작’. 남편의 애인과 동거를 시작하다. 정하(엄정화)는 남편(황정민)이 차 사고로 목숨을 잃게 되었다는 청천벽력 같은 소식과 함께, 남편이 자신의 후배 나루(김효진)와 밀회 중이었다는 사실에 충격을 받는다. 사고 후 나루는 선배 정하를 찾아와 자신의 무조건적인 헌신을 약속하며 동거를 제안하는데..  ‘segment 5 - 순간을 믿어요’. 고등학생들의 아슬아슬한 커플 체인지. 지운(김동욱)-윤정(이성민), 상민(정의철)-세은(이시영), 재혁(송중기)-수정(신세경). 세 쌍의 고등학생 커플들은 친한 친구 사이다. 상대방의 사랑에 대한 확신이 없던 이들은 딱 하루 동안만 서로의 파트너를 바꿔보는 아슬아슬한 데이트를 시작하게 된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
